sku,name,type,regular_price,sale_price,stock_quantity,manage_stock,stock_status,category,published
6608212741,"HIGH AND LOW VOLTAGE CHARGING
SYSTEM(ODP)",simple,9879.57,6586.38,1,yes,instock,Uncategorized,1
6608071262,REAR STEERING KNUCKLE,simple,562.03,374.69,10,yes,instock,Uncategorized,1
6608071263,REAR STEERING KNUCKLE,simple,562.03,374.69,10,yes,instock,Uncategorized,1
6600076020,WIPER MOTOR REAR,simple,147.53,98.35,8,yes,instock,Uncategorized,1
7011110039,ZEEKR AC CHARGER WITH GUN 22KW,simple,1785.33,1190.22,0,yes,outofstock,Home Charger,1
7011110046,ZEEKR AC CHARGER WITH GUN 11KW,simple,1642.5,1095.0,33,yes,instock,Home Charger,1
8891554951,GLASS FRONT DOOR RIGHT,simple,292.61,195.08,8,yes,instock,Uncategorized,1
6608183218,GLASS REAR DOOR RIGHT,simple,575.28,383.52,37,yes,instock,Uncategorized,1
6608183219,GLASS REAR DOOR LEFT,simple,575.28,383.52,37,yes,instock,Uncategorized,1
6608092818,BRAKE HOSE FRONT,simple,105.84,70.56,10,yes,instock,Uncategorized,1
6600172562,FRONT BRAKE CALIPER,simple,594.74,396.5,10,yes,instock,Uncategorized,1
6608092817,BRAKE HOSE FRONT,simple,105.84,70.56,10,yes,instock,Uncategorized,1
6608051058,REAR UPPER CONTROL ARM,simple,341.53,227.69,10,yes,instock,Uncategorized,1
6600140709,REAR BRAKE HOSE,simple,40.91,27.27,18,yes,instock,Uncategorized,1
6608117969,HIGH VOLTAGE COOLANT HEATER,simple,1091.86,727.9,6,yes,instock,Uncategorized,1
6608124469,FRONT WIPER BLADE,simple,60.77,40.52,40,yes,instock,Uncategorized,1
6600138610,DISPLACEMENT SENSOR,simple,783.47,522.31,4,yes,instock,Uncategorized,1
6608156331,WHEEL HOUSE UPPER INSULATION,simple,81.16,54.11,4,yes,instock,Uncategorized,1
6608005535,RR BODY SIDE FRT INSULATION,simple,77.06,51.38,4,yes,instock,Uncategorized,1
6608124470,FRONT WIPER BLADE,simple,62.32,41.55,39,yes,instock,Uncategorized,1
6608005534,RR BODY SIDE RR INSULATION,simple,74.45,49.64,4,yes,instock,Uncategorized,1
6800000024,THREE PIPE CLAMP,simple,1.96,1.3,20,yes,instock,Uncategorized,1
6608155233,A PILLAR OUTER PANEL,simple,46.24,30.83,10,yes,instock,Uncategorized,1
8892847711,CAMERAS BRACKET,simple,3.46,2.31,6,yes,instock,Uncategorized,1
1067001068,GLOVEBOX LAMP SWITCH,simple,4.32,2.88,10,yes,instock,Uncategorized,1
6608124137,HVAC HARNESS ECC,simple,214.92,143.28,8,yes,instock,Uncategorized,1
6608138250,ELECTRIC MOTOR HOSE OUTLET,simple,73.37,48.91,16,yes,instock,Uncategorized,1
6608005718,SPEAKER BRACKET,simple,7.78,5.19,2,yes,instock,Uncategorized,1
8891406462,WATER DEFLECTOR FRONT,simple,19.06,12.71,10,yes,instock,Uncategorized,1
6608171714GA8,3RD SEAT BACKREST LOWER COVER,simple,657.61,438.4,4,yes,instock,Uncategorized,1
8891481534,WHEEL ARCH EXTENSION BRACKET,simple,23.8,15.87,6,yes,instock,Uncategorized,1
8889929877,FILTER SCREEN,simple,2.59,1.72,4,yes,instock,Uncategorized,1
6600137676,RADIATOR BUSHING,simple,14.71,9.81,10,yes,instock,Uncategorized,1
6608147216,INPUT USB,simple,35.05,23.37,4,yes,instock,Uncategorized,1
8891406455,WATER DEFLECTOR FRONT,simple,9.52,6.35,10,yes,instock,Uncategorized,1
8891892939,BOLT,simple,2.86,1.91,10,yes,instock,Uncategorized,1
8890537255,SEAL INNER WAIST REAR DOOR,simple,72.72,48.48,10,yes,instock,Uncategorized,1
1016040056,SOLENOID,simple,192.19,128.13,6,yes,instock,Uncategorized,1
8890262359,DOOR SWITCH,simple,49.34,32.89,6,yes,instock,Uncategorized,1
8888011440,FLANGE SCREW,simple,1.73,1.16,14,yes,instock,Uncategorized,1
8891436054C15,FENDER REAR BRACKET MIDDLE,simple,18.18,12.12,20,yes,instock,Uncategorized,1
6600139207,ELECTRIC MOTOR HOSE OUTLET,simple,151.49,101.0,6,yes,instock,Uncategorized,1
6608154881,OUTSIDE TEMPERATURE SENSOR,simple,20.77,13.85,4,yes,instock,Uncategorized,1
6600139789,HIGHTONE HORN,simple,64.94,43.29,8,yes,instock,Uncategorized,1
8891399350C15,C PILLAR REINFORCEMENT,simple,188.03,125.35,20,yes,instock,Uncategorized,1
1112000344,HOLE PASTER,simple,0.65,0.43,20,yes,instock,Uncategorized,1
8889655904,SCREW,simple,1.3,0.87,90,yes,instock,Uncategorized,1
8890535994,SEAL BODY MOUNTED DOOR FRONT,simple,154.1,102.73,10,yes,instock,Uncategorized,1
6608007128,REAR BRAKE LINE REAR,simple,14.94,9.96,10,yes,instock,Uncategorized,1
1068000210,BUMP STOP,simple,1.73,1.16,20,yes,instock,Uncategorized,1
8891121210,FRONT DOOR LOCK SEAL,simple,10.48,6.99,12,yes,instock,Uncategorized,1
6608124199,FENDER ABSORBER,simple,46.1,30.73,14,yes,instock,Uncategorized,1
8891057234B12,FENDER APPLIQUE,simple,204.75,136.5,10,yes,instock,Uncategorized,1
8890537267,SEAL OUTER WAIST REAR,simple,204.3,136.2,10,yes,instock,Uncategorized,1
6600140707,REAR BRAKE HOSE,simple,40.91,27.27,18,yes,instock,Uncategorized,1
8891732428,WINDOW REGULATOR MOTOR REAR,simple,432.43,288.28,1,yes,instock,Uncategorized,1
8890590142,FILLER TUBE,simple,10.39,6.93,6,yes,instock,Uncategorized,1
8891079568,HOOD LOCK,simple,119.05,79.36,20,yes,instock,Uncategorized,1
1018059434,HINGE PROTECTION COVER,simple,1.91,1.27,10,yes,instock,Uncategorized,1
8892361099,C PILLAR TRIM FOAM,simple,6.05,4.04,10,yes,instock,Uncategorized,1
6608113762LA2,ROOF PANEL DISPLAY COVER,simple,236.86,157.91,6,yes,instock,Uncategorized,1
8889363530,"FREEZING MEDIUM TEMPERATURE
SENSOR",simple,73.6,49.06,8,yes,instock,Uncategorized,1
6608240259,GPS ANTENNA,simple,142.2,94.8,4,yes,instock,Uncategorized,1
6600113892,REAR BRAKE CALIPER,simple,598.9,399.27,10,yes,instock,Uncategorized,1
8894900233,"HIGH VOLTAGE BATTERY LOWER
HEAT SHEILD",simple,42.21,28.14,8,yes,instock,Uncategorized,1
6608124200,FENDER ABSORBER,simple,46.1,30.73,14,yes,instock,Uncategorized,1
8891121205,FRONT DOOR LOCK SEAL,simple,10.48,6.99,12,yes,instock,Uncategorized,1
8890537265,SEAL INNER WAIST REAR DOOR,simple,72.72,48.48,10,yes,instock,Uncategorized,1
8890537187,REAR DOOR GLASS REAR GUIDE,simple,53.32,35.55,4,yes,instock,Uncategorized,1
8894900150,"HIGH VOLTAGE BATTERY LOWER
HEAT SHEILD",simple,42.21,28.14,8,yes,instock,Uncategorized,1
6608253894,KEYLESS VEHICLE ANTENNA,simple,252.59,168.39,4,yes,instock,Uncategorized,1
8892361149,C PILLAR TRIM FOAM,simple,6.05,4.04,10,yes,instock,Uncategorized,1
8892389418,CAPPING FOAM B PILLAR,simple,6.05,4.04,10,yes,instock,Uncategorized,1
8889582271,INNER TEMPERATURE SENSOR,simple,85.7,57.14,4,yes,instock,Uncategorized,1
6608181216,AIR SUSPENSION MODULE (SUM),simple,2128.12,1418.75,4,yes,instock,Uncategorized,1
6608180082C15,FENDER FRONT BRACKET UPPER,simple,235.31,156.87,12,yes,instock,Uncategorized,1
6608098630,B PILLAR PANEL FRONT RIGHT,simple,368.8,245.87,4,yes,instock,Uncategorized,1
8890274884,"SLIDING DOOR ELECTRIC DRIVE
SYSTEM",simple,1507.0,1004.67,5,yes,instock,Uncategorized,1
6608000328,WASHER FLUID LEVEL SENSOR,simple,1.73,1.16,12,yes,instock,Uncategorized,1
8892910427,SPEED REGULATION MODULE,simple,198.25,132.16,8,yes,instock,Uncategorized,1
8892927121,EVAPORATOR,simple,398.23,265.49,8,yes,instock,Uncategorized,1
8890536138,SEAL GLASS RUN REAR,simple,270.97,180.65,10,yes,instock,Uncategorized,1
8892388320BA0,SUNROOF ROLLER,simple,598.0,398.67,2,yes,instock,Uncategorized,1
8892084055,STRIKER TAILGATE,simple,95.24,63.49,9,yes,instock,Uncategorized,1
8888008169,RUBBER GROMMET,simple,1.55,1.03,20,yes,instock,Uncategorized,1
8891057299B12,FENDER APPLIQUE,simple,204.75,136.5,10,yes,instock,Uncategorized,1
6608171714LA2,3RD SEAT BACKREST LOWER COVER,simple,657.61,438.4,4,yes,instock,Uncategorized,1
8890537153,WATER DEFLECTOR REAR,simple,7.63,5.08,10,yes,instock,Uncategorized,1
6608171713LA2,3RD SEAT BACKREST LOWER COVER,simple,657.61,438.4,4,yes,instock,Uncategorized,1
8889189734,AIR DUCT TEMPERATURE SENSOR,simple,32.04,21.36,6,yes,instock,Uncategorized,1
6608140323,REAR COMBINATION CONTROL MODULE (RCM),simple,623.32,415.54,4,yes,instock,Uncategorized,1
8891079565,HOOD LOCK,simple,119.05,79.36,20,yes,instock,Uncategorized,1
8888668315,WASHER PUMP,simple,26.84,17.89,8,yes,instock,Uncategorized,1
6608120897,CAMERAS BRACKET,simple,40.91,27.27,6,yes,instock,Uncategorized,1
6608138249,ELECTRIC MOTOR HOSE OUTLET,simple,24.03,16.02,16,yes,instock,Uncategorized,1
8890064466,FUSE BOX PROTECTION PLATE,simple,31.3,20.87,4,yes,instock,Uncategorized,1
6608171714BA0,3RD SEAT BACKREST LOWER COVER,simple,657.61,438.4,4,yes,instock,Uncategorized,1
8890078340,HIGH VOLTAGE COOLANT HEATER,simple,2095.9,1397.26,7,yes,instock,Uncategorized,1
6608059320,BRACKET HIGH VOLTAGE HARNESS,simple,21.89,14.6,2,yes,instock,Uncategorized,1
8891539752C15,BRACKET FENDER UPPER,simple,87.8,58.53,12,yes,instock,Uncategorized,1
8894953956C15,SILL INNER,simple,374.51,249.67,6,yes,instock,Uncategorized,1
8894953954C15,SILL INNER,simple,374.51,249.67,6,yes,instock,Uncategorized,1
6600188872,BRACKET EPB HARNESS,simple,6.66,4.44,4,yes,instock,Uncategorized,1
8891478818,HOOD STRIKER REINFORCEMENT,simple,29.52,19.68,10,yes,instock,Uncategorized,1
6600166900,BRACKET HIGH VOLTAGE HARNESS,simple,6.66,4.44,4,yes,instock,Uncategorized,1
6608272037C15,FRONT FENDER LEFT,simple,918.88,612.59,18,yes,instock,Uncategorized,1
6600188862,BRACKET EPB HARNESS,simple,6.66,4.44,4,yes,instock,Uncategorized,1
6608090512,SHOCK ABSORBER ASSY REAR LEFT,simple,1605.04,1070.03,9,yes,instock,Uncategorized,1
6608090511,SHOCK ABSORBER ASSY REAR RIGHT,simple,1605.04,1070.03,9,yes,instock,Uncategorized,1
8892388320LA2,SUNROOF ROLLER,simple,479.18,319.45,5,yes,instock,Uncategorized,1
6608104268,"CENTRAL ELECTRONIC MODULE
(CEM) BRACKET",simple,109.08,72.72,4,yes,instock,Uncategorized,1
8890537194,REAR DOOR GLASS REAR GUIDE,simple,53.32,35.55,3,yes,instock,Uncategorized,1
6608192778,"MIDDLE MOUNTING BRACKET FRONT
BUMPER",simple,195.3,130.2,12,yes,instock,Uncategorized,1
8890536198,SEAL GLASS RUN REAR,simple,270.97,180.65,10,yes,instock,Uncategorized,1
8890275044C15,HINGE REAR,simple,277.25,184.83,2,yes,instock,Uncategorized,1
8892388328,SUNROOF FRAME,simple,1237.55,825.03,3,yes,instock,Uncategorized,1
8894919789C15,C PILLAR INNER,simple,78.57,52.38,20,yes,instock,Uncategorized,1
6608113762GA8,ROOF PANEL DISPLAY COVER,simple,296.08,197.38,6,yes,instock,Uncategorized,1
8890502803C15,HINGE TAILGATE,simple,120.33,80.22,24,yes,instock,Uncategorized,1
8892779296,ADCU BRACKET,simple,77.06,51.38,5,yes,instock,Uncategorized,1
6600184940,"POWERTRAIN MOUNT UPPER
BRACKET",simple,15.08,10.05,20,yes,instock,Uncategorized,1
8894954906C15,SLIDING DOOR CHANNEL,simple,87.8,58.53,8,yes,instock,Uncategorized,1
8894983162C15,DOORSILL RIGHT,simple,1502.71,1001.81,6,yes,instock,Uncategorized,1
8894983159C15,DOORSILL LEFT,simple,1502.71,1001.81,6,yes,instock,Uncategorized,1
6608019232,REAR BRAKE HOSE BRACKET,simple,11.05,7.37,10,yes,instock,Uncategorized,1
6608071264,FRONT STEERING KNUCKLE,simple,729.81,486.54,10,yes,instock,Uncategorized,1
8890519628C15,A PILLAR INNER LOWER,simple,589.54,393.03,8,yes,instock,Uncategorized,1
6608155232,A PILLAR OUTER PANEL,simple,46.24,30.83,10,yes,instock,Uncategorized,1
8889428840,"REAR AC HIGH AND LOW PRESSURE
TUBE",simple,248.47,165.65,8,yes,instock,Uncategorized,1
6608121801,ECU MOUNTING BRACKET,simple,92.2,61.47,6,yes,instock,Uncategorized,1
6608170703,BRACKET HIGH VOLTAGE HARNESS,simple,4.54,3.03,4,yes,instock,Uncategorized,1
8890594223C15,SIDE MEMBER FRONT,simple,723.58,482.38,8,yes,instock,Uncategorized,1
6608184333,BRACKET,simple,24.03,16.02,6,yes,instock,Uncategorized,1
8888763425,SIX POINT SOCKET SCREW,simple,0.86,0.57,20,yes,instock,Uncategorized,1
6608105362,"POWER AMPLIFIER MOUNTING
BRACKET",simple,94.14,62.76,4,yes,instock,Uncategorized,1
8894893992,HVCH BRACKET,simple,55.85,37.23,8,yes,instock,Uncategorized,1
6600141894C15,HINGE FRONT,simple,59.18,39.45,10,yes,instock,Uncategorized,1
6600166914,BRACKET HIGH VOLTAGE HARNESS,simple,21.89,14.6,4,yes,instock,Uncategorized,1
6608237238,BRACKET,simple,74.81,49.88,4,yes,instock,Uncategorized,1
6608178625,BRACKET,simple,38.32,25.55,6,yes,instock,Uncategorized,1
6608133553,BRACKET,simple,53.89,35.92,8,yes,instock,Uncategorized,1
8891426457,HANDLE BRACKET,simple,14.56,9.71,20,yes,instock,Uncategorized,1
6608171713BA0,3RD SEAT BACKREST LOWER COVER,simple,657.61,438.4,4,yes,instock,Uncategorized,1
6608096811,SLIDING DOOR ANTI PINCH STRIP,simple,229.86,153.24,10,yes,instock,Uncategorized,1
8892491917,ALUMINUM RIM,simple,1564.54,1043.03,4,yes,instock,Uncategorized,1
6608171713GA8,3RD SEAT BACKREST LOWER COVER,simple,657.61,438.4,4,yes,instock,Uncategorized,1
6608088398,REAR COMBI LAMP THROUGH,simple,3495.26,2330.18,6,yes,instock,Uncategorized,1
6608071265,FRONT STEERING KNUCKLE,simple,729.81,486.54,10,yes,instock,Uncategorized,1
6608076305C15,FRONT WHEEIHOUSE,simple,973.93,649.29,8,yes,instock,Uncategorized,1
6600172560,FRONT BRAKE CALIPER,simple,594.74,396.5,10,yes,instock,Uncategorized,1
8891786865,"SLIDING DOOR ELECTRIC DRIVE
SYSTEM",simple,1507.0,1004.67,5,yes,instock,Uncategorized,1
6608171223,FENDER APPLIQUE,simple,170.78,113.85,6,yes,instock,Uncategorized,1
8892389416,CAPPING FOAM B PILLAR,simple,6.05,4.04,10,yes,instock,Uncategorized,1
8891336836C15,"HEADLAMP BRACKET CONNECTING
BRACKET",simple,21.89,14.6,10,yes,instock,Uncategorized,1
6608122823C15,"FRONT FLOOR CROSS MEMBER
FRONT",simple,435.8,290.53,4,yes,instock,Uncategorized,1
8894954904C15,SLIDING DOOR CHANNEL,simple,87.8,58.53,8,yes,instock,Uncategorized,1
6608127222C15,FRONT WHEELHOUSE,simple,974.45,649.63,8,yes,instock,Uncategorized,1
8894270119C15,CENTER FLOOR,simple,1839.31,1226.2,6,yes,instock,Uncategorized,1
6608272036C15,FRONT FENDER RIGHT,simple,918.88,612.59,2,yes,instock,Uncategorized,1
6608237181C90,FRONT UPPER BUMPER,simple,1855.42,1236.94,24,yes,instock,Uncategorized,1
6608330952WA1,RADIO FREQUENCY KEY,simple,407.75,271.83,6,yes,instock,Uncategorized,1
ZCZ-0000690,ZEEKR X Refrigerator Black and Grey,simple,1120.12,746.75,15,yes,instock,Acc.,1
ZCZ-0000691,ZEEKR X Refrigerator Blue and White,simple,1120.12,746.75,26,yes,instock,Acc.,1
8892908164,FRONT BUMPER TRIM PANEL,simple,29.84,19.89,8,yes,instock,Uncategorized,1
8892908313,LICENSE PLATE HOLDER FRONT,simple,22.5,15.0,7,yes,instock,Uncategorized,1
8892908267,MIDDLE MOUNTING BRACKET FRONT BUMPER,simple,53.8,35.87,5,yes,instock,Uncategorized,1
8892908226,FRONT UNDERSHIELD,simple,84.62,56.41,2,yes,instock,Uncategorized,1
8893257873,LOWER GRILLE,simple,297.38,198.25,15,yes,instock,Uncategorized,1
8892908239,ABSORBER WITH FOAM PAD,simple,73.37,48.91,3,yes,instock,Uncategorized,1
6608209428,HEADLAMP,simple,1360.91,907.28,0,yes,outofstock,Uncategorized,1
6608153375,EV COMMUNICATION CONTROLLER MODULE,simple,1168.07,778.71,2,yes,instock,Uncategorized,1
6608235749PA8,OVERHEAD CONSOLE (OHC),simple,801.5,534.33,2,yes,instock,Uncategorized,1
8892657526,SUPPLEMENT LAMP RIGHT,simple,788.96,525.97,15,yes,instock,Uncategorized,1
6608196390,ALUMINUM RIM,simple,684.09,456.06,1,yes,instock,Uncategorized,1
8891374187,OUTER TIE ROD,simple,129.87,86.58,0,yes,outofstock,Uncategorized,1
6608062298,FRONT AIR DEFLECTOR,simple,29.34,19.56,9,yes,instock,Uncategorized,1
6608062299,FRONT AIR DEFLECTOR,simple,29.34,19.56,6,yes,instock,Uncategorized,1
8894518471,SENSOR SEAT STPS,simple,144.59,96.39,2,yes,instock,Uncategorized,1
ZCZ-0000693,ZEEKR X Refrigerator Purple and Rose,simple,1120.12,746.75,5,yes,instock,Acc.,1
8894748495BA0,SEAT BELT OUTLET COVER,simple,91.94,61.29,1,yes,instock,Uncategorized,1
6608115111,FOAM,simple,7.63,5.08,8,yes,instock,Uncategorized,1
6608009785,REAR BUMPER BUFFER,simple,37.24,24.83,2,yes,instock,Uncategorized,1
8893645718,ELECTRIC MOTOR HOSE OUTLET,simple,55.42,36.95,5,yes,instock,Uncategorized,1
8892847539,WHEEL CENTRE CAP,simple,31.16,20.77,2,yes,instock,Uncategorized,1
8892611472,OIL SEAL,simple,8.57,5.71,48,yes,instock,Uncategorized,1
8894353531BA0,SEAT INNER OUTER COVER,simple,13.86,9.24,1,yes,instock,Uncategorized,1
8893645655,ELECTRIC MOTOR HOSE OUTLET,simple,36.36,24.24,5,yes,instock,Uncategorized,1
8894353531LA2,SEAT INNER OUTER COVER,simple,13.86,9.24,1,yes,instock,Uncategorized,1
8892611445,O RING,simple,0.95,0.63,48,yes,instock,Uncategorized,1
8892058995,SEALING,simple,7.78,5.19,1,yes,instock,Uncategorized,1
8892304160,SENSOR COVER BRAKE AWAY LID,simple,8.66,5.78,1,yes,instock,Uncategorized,1
8892113358,FRONT WASHER HOSE,simple,19.91,13.27,0,yes,outofstock,Uncategorized,1
8890288439,LOWER SPRING SEAT,simple,8.66,5.78,2,yes,instock,Uncategorized,1
8894115311,UPPER REAR DAMPER STRUT,simple,58.88,39.26,2,yes,instock,Uncategorized,1
8892388369,HOOD BUMPER BLOCK,simple,1.91,1.27,13,yes,instock,Uncategorized,1
6608282805GA8,SECOND ROW SEAT HEAD RESTRAINT,simple,502.29,334.86,1,yes,instock,Uncategorized,1
8892616198,SEAL DOOR MOUNTED DOOR REAR,simple,58.88,39.26,5,yes,instock,Uncategorized,1
JQ699A6595,CLIP,simple,1.91,1.27,80,yes,instock,Uncategorized,1
8894064774,COVER DRIVER BRACKET,simple,4.32,2.88,4,yes,instock,Uncategorized,1
8893645706,ELECTRIC MOTOR HOSE INLET,simple,16.45,10.96,5,yes,instock,Uncategorized,1
8893262814,WHEEL HUB BEARING,simple,246.74,164.49,3,yes,instock,Uncategorized,1
6608094608,CLIP,simple,1.73,1.16,48,yes,instock,Uncategorized,1
8888078647,WHEEL SCREW CAP,simple,0.86,0.57,13,yes,instock,Uncategorized,1
8894353525LA2,SEAT INNER OUTER COVER,simple,13.86,9.24,1,yes,instock,Uncategorized,1
8889642282,FRONT UPPER WASHER,simple,10.39,6.93,2,yes,instock,Uncategorized,1
6608072747,WIRING HARNESS REAR BUMPER,simple,342.83,228.56,1,yes,instock,Uncategorized,1
8894239231,PROTECTIVE BELLOW REAR,simple,9.52,6.35,2,yes,instock,Uncategorized,1
8892670807LA2,LOWER STEERING COLUMN COVER,simple,111.67,74.45,1,yes,instock,Uncategorized,1
6600148904,INNER TEMPERATURE SENSOR,simple,22.72,15.15,4,yes,instock,Uncategorized,1
6608126242,WASHER,simple,9.36,6.24,40,yes,instock,Uncategorized,1
8892616228,C PILLAR SEAL MOUNTED,simple,41.56,27.7,5,yes,instock,Uncategorized,1
8894318714LA2,CENTER SPEAKER COVER,simple,173.14,115.43,1,yes,instock,Uncategorized,1
8890288422,UPPER SPRING SEAT,simple,16.45,10.96,2,yes,instock,Uncategorized,1
8892903280,COWL SIDE COVER,simple,8.44,5.62,1,yes,instock,Uncategorized,1
8894353525BA0,SEAT INNER OUTER COVER,simple,13.86,9.24,1,yes,instock,Uncategorized,1
8892908378,MOUNTING BRACKET FRONT BUMPER,simple,7.16,4.77,3,yes,instock,Uncategorized,1
8892835556,REAR BRAKE CALIPER,simple,485.03,323.36,3,yes,instock,Uncategorized,1
6608167760,WINDSCREEN,simple,1331.3,887.54,30,yes,instock,Uncategorized,1
8892669722,FOOT AIR DUCT REAR,simple,14.71,9.81,1,yes,instock,Uncategorized,1
8894323292,POWER SEAT SWITCH,simple,189.61,126.41,1,yes,instock,Uncategorized,1
8892670596,SUBWOOFER,simple,372.26,248.17,1,yes,instock,Uncategorized,1
8892636067BA0,LUGGAGE LOAD FLOOR SUPPORT,simple,49.34,32.89,1,yes,instock,Uncategorized,1
8892616319,SILL SEAL REAR,simple,51.95,34.63,5,yes,instock,Uncategorized,1
8894064754GA8,PANEL A PILLAR UPPER,simple,105.19,70.12,4,yes,instock,Uncategorized,1
8892670611,WINDOW REGULATOR REAR,simple,201.53,134.35,3,yes,instock,Uncategorized,1
8892670613,WINDOW REGULATOR REAR,simple,201.53,134.35,3,yes,instock,Uncategorized,1
8893045700,BRAKE FLUID RESERVOIR,simple,255.83,170.55,1,yes,instock,Uncategorized,1
8894520312,LUMBAR SUPPORT,simple,306.47,204.31,2,yes,instock,Uncategorized,1
8892775171,LOUDSPEAKER WOOFER,simple,422.82,281.88,1,yes,instock,Uncategorized,1
8893167742,DOOR LOCK,simple,198.05,132.03,4,yes,instock,Uncategorized,1
8894490740,OUTSIDE REAR VIEW MIRROR BOLT COVER,simple,4.7,3.13,3,yes,instock,Uncategorized,1
8894064769,B PILLAR AIR DUCT,simple,42.41,28.28,4,yes,instock,Uncategorized,1
6608128130,HOOD RELEASE HANDLE BRACKET,simple,32.74,21.83,3,yes,instock,Uncategorized,1
6608156100BA0,LUGGAGE TAILGATE LOWER,simple,90.38,60.26,1,yes,instock,Uncategorized,1
6608116743,STEERING WHEEL MODULE (SWM),simple,733.12,488.75,1,yes,instock,Uncategorized,1
6608020266BA0,SILL MOULDING REAR,simple,122.94,81.96,1,yes,instock,Uncategorized,1
8894247202,WASHER PUMP,simple,26.84,17.89,0,yes,outofstock,Uncategorized,1
8894520541,VENTILATION BACKREST PIPE,simple,145.44,96.96,2,yes,instock,Uncategorized,1
8893297230,ENGINE BAY COVER,simple,31.82,21.21,0,yes,outofstock,Uncategorized,1
6608032888,WIRING HARNESS HIGH VOLTAGE BATTERY,simple,786.42,524.28,1,yes,instock,Uncategorized,1
8893645735,WATER PUMP HOSE INLET,simple,85.7,57.14,6,yes,instock,Uncategorized,1
8896543566,FRONT CALIPER BRACKRT GUIDE PIN KIT,simple,161.03,107.35,2,yes,instock,Uncategorized,1
6608133779WA1,LUGGAGE SIDE PANEL,simple,97.4,64.94,1,yes,instock,Uncategorized,1
8894064761,B PILLAR AIR DUCT,simple,42.41,28.28,4,yes,instock,Uncategorized,1
8894087002,COWL,simple,6.5,4.33,4,yes,instock,Uncategorized,1
8894064751GA8,PANEL A PILLAR UPPER,simple,105.19,70.12,4,yes,instock,Uncategorized,1
6608284086,DISPLAY HEAD UNIT (DHU),simple,4505.02,3003.35,0,yes,outofstock,Uncategorized,1
6608124888,WIRING HARNESS FRONT DOOR,simple,547.36,364.91,1,yes,instock,Uncategorized,1
6608284087,DISPLAY HEAD UNIT (DHU),simple,4505.02,3003.35,0,yes,outofstock,Uncategorized,1
8894523492,VENTILATION CUSHION FAN,simple,316.84,211.23,2,yes,instock,Uncategorized,1
6608133779GA8,LUGGAGE SIDE PANEL,simple,97.4,64.94,1,yes,instock,Uncategorized,1
8896195884,REAR ANCHOR KIT,simple,120.78,80.52,2,yes,instock,Uncategorized,1
8894353955,TRACK COVER REAR,simple,8.66,5.78,4,yes,instock,Uncategorized,1
8894520424,HEATING MAT CUSHION,simple,163.62,109.08,2,yes,instock,Uncategorized,1
8892908756,UPPER SIDE BRACKET REAR BUMPER,simple,22.5,15.0,3,yes,instock,Uncategorized,1
8892669718,FOOT AIR DUCT REAR,simple,14.71,9.81,1,yes,instock,Uncategorized,1
8893297237,ENGINE BAY COVER,simple,31.82,21.21,0,yes,outofstock,Uncategorized,1
6608054814,CABLE INNER HANDLE LATCH REAR,simple,9.79,6.52,4,yes,instock,Uncategorized,1
6608072870,FRONT STEERING KNUCKLE,simple,298.67,199.11,1,yes,instock,Uncategorized,1
6608084180C15,DOOR FRONT LEFT,simple,1455.16,970.11,12,yes,instock,Uncategorized,1
8888010051,HEXALOBULAR SOCKET PAN HEAD TAPPING SCREWS,simple,0.86,0.57,253,yes,instock,Uncategorized,1
8894068389BA0,SILL MOULDING FRONT,simple,33.77,22.52,1,yes,instock,Uncategorized,1
8892835609,REAR BRAKE DISC,simple,181.8,121.2,16,yes,instock,Uncategorized,1
8899600332,AUDIO BRACKET,simple,3.65,2.43,2,yes,instock,Uncategorized,1
8888007240,FLANGE LOCK NUT,simple,2.59,1.72,10,yes,instock,Uncategorized,1
JQ323DB06F71,SEMS NUT,simple,0.65,0.43,17,yes,instock,Uncategorized,1
8899600101C15,FENDER REAR BRACKET LOWER,simple,12.38,8.25,1,yes,instock,Uncategorized,1
8894129567,BRACKET REAR BUMPER FACIA LOWER,simple,18.59,12.39,3,yes,instock,Uncategorized,1
6608116032,WIRING HARNESS IP,simple,2113.56,1409.04,1,yes,instock,Uncategorized,1
8892138209,MID SHAFT CLAMP SPRING,simple,3.8,2.54,1,yes,instock,Uncategorized,1
8888648530,FLANGE SCREW,simple,6.05,4.04,10,yes,instock,Uncategorized,1
6608116034,WIRING HARNESS IP,simple,2113.56,1409.04,1,yes,instock,Uncategorized,1
8888010667,FLANGE LOCK NUT,simple,0.86,0.57,40,yes,instock,Uncategorized,1
8888010588,FLANGE SCREW,simple,0.95,0.63,20,yes,instock,Uncategorized,1
8888007416,ECCENTRIC SCREW,simple,14.71,9.81,10,yes,instock,Uncategorized,1
8891716016,FRONT BUCKLE,simple,126.41,84.27,7,yes,instock,Uncategorized,1
8896543562,REAR BRAKE PAD KIT,simple,211.3,140.87,78,yes,instock,Uncategorized,1
8888067237,FLANGE SCREW,simple,1.73,1.16,10,yes,instock,Uncategorized,1
8894522730,SCREW,simple,0.86,0.57,40,yes,instock,Uncategorized,1
8892146307,BEARING RETAINER,simple,5.71,3.81,1,yes,instock,Uncategorized,1
8888087125,FLANGE SCREW,simple,3.8,2.54,40,yes,instock,Uncategorized,1
JQ1400620F71B1,SEMS SCREW,simple,1.91,1.27,248,yes,instock,Uncategorized,1
8888048979,SEMS NUT,simple,1.91,1.27,96,yes,instock,Uncategorized,1
